addr,router,asn,org,conn_asn,conn_org,rtype,itype
194.40.210.1,194.40.210.1,57815,ORG-NESS1-RIPE,57815,ORG-NESS1-RIPE,70,-1
85.120.220.254,85.120.220.254,48141,ORG-CO6-RIPE,48141,ORG-CO6-RIPE,50,-1
37.128.239.145,37.128.239.145,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,2,1
195.2.29.1,195.2.29.1,1273,@aut-1273-RIPE,1273,@aut-1273-RIPE,50,-1
89.34.110.1,89.34.110.1,39511,ORG-SVNC1-RIPE,39511,ORG-SVNC1-RIPE,70,-1
195.28.185.242,195.28.185.242,42423,ORG-BTS33-RIPE,33823,ORG-PTMS2-RIPE,5000100,0
45.134.48.1,45.134.48.1,35478,ORG-BTS48-RIPE,35478,ORG-BTS48-RIPE,70,-1
93.114.190.246,93.114.190.246,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,70,0
89.238.233.57,89.238.233.57,6663,ORG-ERS6-RIPE,197357,ORG-CS336-RIPE,2,0
91.220.63.65,91.220.63.65,197357,ORG-CS336-RIPE,197357,ORG-CS336-RIPE,70,-1
37.128.232.25,37.128.232.25,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
217.73.168.1,217.73.168.1,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,-1
95.77.112.85,95.77.112.85,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
89.40.196.53,89.40.196.53,41953,ORG-TS372-RIPE,41953,ORG-TS372-RIPE,50,-1
77.87.89.29,77.87.89.29,49719,ORG-SHTU1-RIPE,49719,ORG-SHTU1-RIPE,70,-1
95.77.215.1,95.77.215.1,12302,ORG-MS15-RIPE,12302,ORG-MS15-RIPE,50,-1
93.114.190.204,93.114.190.204,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
62.115.62.249,62.115.62.249,1299,ORG-TCA32-RIPE,31554,ORG-SRSS1-RIPE,2,1
81.22.150.2,81.22.150.2,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,2,0
93.114.191.126,93.114.191.126,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,70,0
194.9.92.1,194.9.92.1,31554,ORG-SRSS1-RIPE,31554,ORG-SRSS1-RIPE,70,-1
87.245.232.164,87.245.232.164,9002,ORG-RL19-RIPE,9002,ORG-RL19-RIPE,50,0
80.249.208.240,80.249.208.240,25152,ORG-RIEN1-RIPE,-126,-126,50,-1
89.149.57.201,89.149.57.201,12310,ORG-IGS3-RIPE,12310,ORG-IGS3-RIPE,50,-1
89.136.99.17,89.136.99.17,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
93.114.190.216,93.114.190.216,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
5.254.69.97,5.254.69.97,3223,ORG-VL241-RIPE,41494,ORG-AI97-RIPE,50,1
85.122.180.10,85.122.180.10,48141,ORG-CO6-RIPE,48141,ORG-CO6-RIPE,70,0
37.128.233.21,37.128.233.21,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
93.114.190.188,93.114.190.188,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
89.37.126.137,89.37.126.137,39737,ORG-NVTS1-RIPE,48351,ORG-ES392-RIPE,2,0
194.5.208.1,194.5.208.1,34915,ORG-MSS30-RIPE,34915,ORG-MSS30-RIPE,70,-1
85.120.48.129,85.120.48.129,39081,ORG-RISS4-RIPE,39081,ORG-RISS4-RIPE,70,-1
37.128.232.181,37.128.232.181,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
195.2.2.61,195.2.2.61,1273,@aut-1273-RIPE,1273,@aut-1273-RIPE,50,0
37.128.225.233,37.128.225.233,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
83.166.222.126,83.166.222.126,12310,ORG-IGS3-RIPE,12310,ORG-IGS3-RIPE,2,0
91.186.184.33,91.186.184.33,2914,NTTAM-1-ARIN,2914,NTTAM-1-ARIN,2,0
195.2.27.254,195.2.27.254,1273,@aut-1273-RIPE,1273,@aut-1273-RIPE,50,0
176.52.185.3,176.52.185.3,47420,ORG-TS122-RIPE,47420,ORG-TS122-RIPE,50,-1
109.101.126.177,109.101.126.177,9050,ORG-AA45-RIPE,9050,ORG-AA45-RIPE,2,-1
5.254.67.66,5.254.67.66,8100,QEL-5-ARIN,3223,ORG-VL241-RIPE,170,0
185.214.104.89,185.214.104.89,48351,ORG-ES392-RIPE,48351,ORG-ES392-RIPE,70,-1
176.52.185.2,176.52.185.2,47420,ORG-TS122-RIPE,47420,ORG-TS122-RIPE,70,0
37.128.239.121,37.128.239.121,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,2,0
141.85.160.1,141.85.160.1,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,-1
195.2.20.74,195.2.20.74,1273,@aut-1273-RIPE,1273,@aut-1273-RIPE,70,0
93.114.194.225,93.114.194.225,25198,ORG-IHS20-RIPE,25198,ORG-IHS20-RIPE,70,-1
87.245.211.73,87.245.211.73,25152,ORG-RIEN1-RIPE,9002,ORG-RL19-RIPE,5000000,0
89.165.233.65,89.165.233.65,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,-1
37.128.239.101,37.128.239.101,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
62.115.156.162,62.115.156.162,1299,ORG-TCA32-RIPE,1299,ORG-TCA32-RIPE,2,-1
37.128.239.105,37.128.239.105,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
194.42.102.1,194.42.102.1,31554,ORG-SRSS1-RIPE,31554,ORG-SRSS1-RIPE,70,-1
93.114.191.18,93.114.191.18,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
37.128.230.21,37.128.230.21,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,-1
89.137.188.5,89.137.188.5,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
185.1.36.113,185.1.36.113,41494,ORG-AI97-RIPE,57815,ORG-NESS1-RIPE,70,0
37.128.235.21,37.128.235.21,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
